Perkataan,Pecahan Suku Kata
pesat,pe-sat
pesisir,pe-si-sir
pesta,pes-ta
peta,pe-ta
petanda,pe-tan-da
petang,pe-tang
petani,pe-ta-ni
peti,pe-ti
petik,pe-tik
petikan,pe-ti-kan
petikkan,pe-tik-kan
petitih,pe-ti-tih
petua,pe-tu-a
petuah,pe-tu-ah
petualang,pe-tu-a-lang
peylet,pey-let
phua,phua
pia-tuan,pi-a-tu-an
piala,pi-a-la
pijak,pi-jak
pikat,pi-kat
pilih,pi-lih
pilihan,pi-li-han
pilin,pi-lin
pinang,pi-nang
pindah,pin-dah
pinggan,ping-gan
pinggir,ping-gir
pinggiran,ping-gi-ran
pintal,pin-tal
pintar,pin-tar
pintu,pin-tu
pipit,pi-pit
pisau,pi-sau
pita,pi-ta
platform,plat-form
poelau,poe-lau
pohon,po-hon
pohonan,po-ho-nan
pohonkan,po-hon-kan
pohonnya,po-hon-nya
pokok,po-kok
polisi,po-li-si
pon,pon
pondok,pon-dok
pongah,po-ngah
popia,po-pi-a
popiah,po-pi-ah
popular,po-pu-lar
potong,po-tong
prah,prah
prahu,pra-hu
prang,prang
preganger,pre-ga-nger
prompuan,prom-pu-an
proton,pro-ton
pua,pu-a
puak,pu-ak
puan,pu-an
puas,pu-as
puasa,pu-a-sa
pucuk,pu-cuk
puisi,pu-i-si
pujaan,pu-ja-an
pujangga,pu-jang-ga
puji,pu-ji
pujian,pu-ji-an
pujok,pu-jok
pujuk,pu-juk
pukat,pu-kat
pukau,pu-kau
pukul,pu-kul
pula,pu-la
pulak,pu-lak
pulang,pu-lang
pulangan,pu-la-ngan
pulau,pu-lau
pulot,pu-lot
pun,pun
punai,pu-nai
puncak,pun-cak
pungai,pu-ngai
punggai,pung-gai
punya,pu-nya
pupus,pu-pus
purba,pur-ba
purnama,pur-na-ma
pusaka,pu-sa-ka
pusat,pu-sat
pusing,pu-sing
puteh,pu-teh
puteri,pu-te-ri
putih,pu-tih
putus,pu-tus
puyu,pu-yu
rabiul,ra-bi-ul
rabu,ra-bu
radang,ra-dang
radio,ra-di-o
raflesia,raf-le-sia
raga,ra-ga
ragi,ra-gi
rahasia,ra-ha-sia
rahayu,ra-ha-yu
rahmat,rah-mat
rahsia,rah-si-a
rai,ra-i
raih,ra-ih
raikan,ra-i-kan
raisya,rai-sya
raja,ra-ja
rajah,ra-jah
rajin,ra-jin
rajuk,ra-juk
rakaat,ra-ka-at
rakan,ra-kan
rakit,ra-kit
raktu,rak-tu
rakyat,rak-yat
ralit,ra-lit
rama-rama,ra-ma-ra-ma
ramadan,ra-ma-dan
ramadhan,ra-ma-dhan
ramai,ra-mai
ramaikan,ra-mai-kan
ramainya,ra-mai-nya
rambah,ram-bah
rambai,ram-bai
rambut,ram-but
rampung,ram-pung
ramuan,ra-mu-an
rancangan,ran-ca-ngan
ranga,ra-nga
rangkaian,rang-kai-an
ranjau,ran-jau
rantai,ran-tai
rantaian,ran-tai-an
rantau,ran-tau
rantauan,ran-tau-an
ranti,ran-ti
ranting,ran-ting
ranumnya,ra-num-nya
rapat,ra-pat
rapi,ra-pi
rasa,ra-sa
rasa-nya,ra-sa-nya
rasaan,ra-saan
rasanya,ra-sa-nya
rasmikan,ras-mi-kan
rata,ra-ta
ratah,ra-tah
ratus,ra-tus
raut,ra-ut
rawa,ra-wa
rawatlah,ra-wat-lah
raya,ra-ya
rayap,ra-yap
rayu,ra-yu
rayu-rayuan,ra-yu-ra-yu-an
realiti,rea-li-ti
rebab,re-bab
rebah,re-bah
reban,re-ban
rebat,re-bat
rebong,re-bong
rebutan,re-bu-tan
redah,re-dah
redang,re-dang
redha,re-dha
redup,re-dup
rehatkan,re-hat-kan
reja,re-ja
rekaan,re-ka-an
rekreasi,rek-rea-si
rela,re-la
rembulan,rem-bu-lan
remia,re-mi-a
rempat,rem-pat
remujung,re-mu-jung
rendah,ren-dah
rendang,ren-dang
renek,re-nek
renggang,reng-gang
rengit,re-ngit
rentak,ren-tak
rentaknya,ren-tak-nya
rentang,ren-tang
rentas,ren-tas
renti,ren-ti
renung,re-nung
renungnya,re-nung-nya
renyai,re-nyai
renyuk,re-nyuk
rerama,re-ra-ma
resah,re-sah
resam,re-sam
resmi,res-mi
restoran,res-to-ran
retak,re-tak
rezeki,re-ze-ki
ria,ri-a
riadah,ri-a-dah
riak,ri-ak
riam,ri-am
riang,ri-ang
riang-riang,ri-ang-ri-ang
rianglah,ri-ang-lah
riau,ri-au
riba,ri-ba
ribaan,ri-ba-an
ribot,ri-bot
ribuan,ri-bu-an
ribut,ri-but
rima,ri-ma
rimau,ri-mau
rimba,rim-ba
rindu,rin-du
rindu-rinduan,rin-du-rin-du-an
rinduimu,rin-du-i-mu
ringan,ri-ngan
ringkas,ring-kas
rintek,rin-tek
rintik,rin-tik
risau,ri-sau
risua,ri-su-a
riuh,ri-uh
road,road
robinhood,ro-bin-hood
robot,ro-bot
rohaniah,ro-ha-ni-ah
rohsia,roh-si-a
rokan,ro-kan
rokok,ro-kok
rosak,ro-sak
rotan,ro-tan
roti,ro-ti
ruak-ruak,ru-ak-ru-ak
ruan,ru-an
ruang,ru-ang
ruangnya,ru-ang-nya
ruap,ru-ap
ruas,ru-as
rugi,ru-gi
rujukan,ru-ju-kan
rukam,ru-kam
rumah,ru-mah
rumbia,rum-bi-a
rumia,ru-mi-a
rumpun,rum-pun
rumput,rum-put
runduk,run-duk
runtuhlah,run-tuh-lah
rupa,ru-pa
rupawan,ru-pa-wan
rupaya,ru-pa-ya
rusa,ru-sa
rusuh,ru-suh
rutin,ru-tin
ruyung,ru-yung
sa-chawan,sa-cha-wan
saat,sa-at
sabagai,sa-ba-gai
sabah,sa-bah
sabar,sa-bar
sabar-sabar-kan,sa-bar-sa-bar-kan
sabun,sa-bun
saga,sa-ga
sagu,sa-gu
sagunya,sa-gu-nya
sah,sah
sahabat,sa-ha-bat
sahaja,sa-ha-ja
saham,sa-ham
sahari-hari,sa-ha-ri-ha-ri
sahja,sah-ja
sahsiah,sah-siah
sahut,sa-hut
sahya,sah-ya
sahya-ni,sah-ya-ni
sains,sa-ins
saja,sa-ja
saji,sa-ji
sajikan,sa-ji-kan
sakai,sa-kai
sakit,sa-kit
saksama,sak-sa-ma
sakti,sak-ti
salah,sa-lah
salahnya,sa-lah-nya
salam,sa-lam
salatus-salatin,sa-la-tus-sa-la-tin
saling,sa-ling
salwa,sal-wa
sama,sa-ma
sama-nya,sa-ma-nya
sama-sama,sa-ma-sa-ma
samalah,sa-ma-lah
sambal,sam-bal
sambil,sam-bil
sambut,sam-but
sampah,sam-pah
sampai,sam-pai
sampaikan,sam-pai-kan
sampan,sam-pan
samping,sam-ping
sampingan,sam-pi-ngan
sampul,sam-pul
sana,sa-na
sanak-saudara,sa-nak-sau-da-ra
sangat,sa-ngat
sanggah,sang-gah
sanggul,sang-gul
sangka,sang-ka
sanjai,san-jai
santai,san-tai
santan,san-tan
santap,san-tap
santapan,san-ta-pan
sapa,sa-pa
sapaan,sa-pa-an
saran,sa-ran
sarang,sa-rang
sarapan,sa-ra-pan
sarat,sa-rat
sari,sa-ri
sari',sa-ri
sariawan,sa-ri-a-wan
saru,sa-ru
sastra,sas-tra
satoe,sa-toe
satu,sa-tu
satukan,sa-tu-kan
saudara,sau-da-ra
saudari,sau-da-ri
saudi,sa-u-di
sauh,sa-uh
saujana,sau-ja-na
sawa,sa-wa
saya,sa-ya
sayang,sa-yang
sayang-sayang,sa-yang-sa-yang
sayangi,sa-ya-ngi
saying,sa-ying
sayu,sa-yu
sayup,sa-yup
sayurnya,sa-yur-nya
sbarang,sba-rang
se,se
seakan,se-a-kan
sealiran,se-a-li-ran
seantero,se-an-te-ro
seasia,se-a-si-a
seba,se-ba
sebab,se-bab
sebagai,se-ba-gai
sebagi,se-ba-gi
sebahagian,se-ba-ha-gi-an
sebaik,se-ba-ik
sebak,se-bak
sebakul,se-ba-kul
sebalik,se-ba-lik
sebarang,se-ba-rang
sebelah,se-be-lah
sebelum,se-be-lum
sebendang,se-ben-dang
sebentar,se-ben-tar
sebentuk,se-ben-tuk
seberang,se-be-rang
seberapa,se-be-ra-pa
sebiji,se-bi-ji
sebrang,seb-rang
sebuah,se-bu-ah
sebuku,se-bu-ku
sebutir,se-bu-tir
secangkir,se-cang-kir
secara,se-ca-ra
secawan,se-ca-wan
sedang,se-dang
sedangkan,se-dang-kan
sedap,se-dap
sedar,se-dar
sedekah,se-de-kah
sedepa,se-de-pa
sederet,se-de-ret
sedia,se-dia
sediakan,se-di-a-kan
sediam-diam,se-di-am-di-am
sedikit,se-di-kit
sedondon,se-don-don
sedu,se-du
sedulang,se-du-lang
sedunia,se-du-ni-a
seekor,se-e-kor
seela,se-e-la
seelok,se-e-lok
segak,se-gak
segala,se-ga-la
segar,se-gar
segara,se-ga-ra
segera,se-ge-ra
segudang,se-gu-dang
segugus,se-gu-gus
segulung,se-gu-lung
sehari,se-ha-ri
seharian,se-ha-rian
sehati,se-ha-ti
sehelai,se-he-lai
sehidang,se-hi-dang
sehingga,se-hing-ga
sehola,se-ho-la
seikat,se-i-kat
seikhlas,se-ikh-las
seikhlas-ikhlas,se-ikh-las-ikh-las
seiman,se-i-man
seimbang,se-im-bang
seindah,se-in-dah
seindah-indah,se-in-dah-in-dah
seindah-indahnya,se-in-dah-in-dah-nya
seiring,se-i-ring
seiya,sei-ya
sejadah,se-ja-dah
sejaja,se-ja-ja
sejajar,se-ja-jar
sejak,se-jak
sejam,se-jam
sejarah,se-ja-rah
sejauh,se-ja-uh
sejenak,se-je-nak
sejuk,se-juk
sekadar,se-ka-dar
satu,sa-tu
satukan,sa-tu-kan
saudara,sau-da-ra
saudari,sau-da-ri
saudi,sa-u-di
sauh,sa-uh
saujana,sau-ja-na
sawa,sa-wa
saya,sa-ya
sayang,sa-yang
sayang-sayang,sa-yang-sa-yang
sayangi,sa-ya-ngi
saying,sa-ying
sayu,sa-yu
sayup,sa-yup
sayurnya,sa-yur-nya
sbarang,sba-rang
se,se
seakan,se-a-kan
sealiran,se-a-li-ran
seantero,se-an-te-ro
seasia,se-a-si-a
seba,se-ba
sebab,se-bab
sebagai,se-ba-gai
sebagi,se-ba-gi
sebahagian,se-ba-ha-gi-an
sebaik,se-ba-ik
sebak,se-bak
sebakul,se-ba-kul
sebalik,se-ba-lik
sebarang,se-ba-rang
sebelah,se-be-lah
sebelum,se-be-lum
sebendang,se-ben-dang
sebentar,se-ben-tar
sebentuk,se-ben-tuk
seberang,se-be-rang
seberapa,se-be-ra-pa
sebiji,se-bi-ji
sebrang,seb-rang
sebuah,se-bu-ah
sebuku,se-bu-ku
sebutir,se-bu-tir
secangkir,se-cang-kir
secara,se-ca-ra
secawan,se-ca-wan
sedang,se-dang
sedangkan,se-dang-kan
sedap,se-dap
sedar,se-dar
sedekah,se-de-kah
sedepa,se-de-pa
sederet,se-de-ret
sedia,se-dia
sediakan,se-di-a-kan
sediam-diam,se-di-am-di-am
sedikit,se-di-kit
sedondon,se-don-don
sedu,se-du
sedulang,se-du-lang
sedunia,se-du-ni-a
seekor,se-e-kor
seela,se-e-la
seelok,se-e-lok
segak,se-gak
segala,se-ga-la
segar,se-gar
segara,se-ga-ra
segera,se-ge-ra
segudang,se-gu-dang
segugus,se-gu-gus
segulung,se-gu-lung
sehari,se-ha-ri
seharian,se-ha-rian
sehati,se-ha-ti
sehelai,se-he-lai
sehidang,se-hi-dang
sehingga,se-hing-ga
sehola,se-ho-la
seikat,se-i-kat
seikhlas,se-ikh-las
seikhlas-ikhlas,se-ikh-las-ikh-las
seiman,se-i-man
seimbang,se-im-bang
seindah,se-in-dah
seindah-indah,se-in-dah-in-dah
seindah-indahnya,se-in-dah-in-dah-nya
seiring,se-i-ring
seiya,sei-ya
sejadah,se-ja-dah
sejaja,se-ja-ja
sejajar,se-ja-jar
sejak,se-jak
sejam,se-jam
sejarah,se-ja-rah
sejauh,se-ja-uh
sejenak,se-je-nak
sejuk,se-juk
sekadar,se-ka-dar
satu,sa-tu
satukan,sa-tu-kan
saudara,sau-da-ra
saudari,sau-da-ri
saudi,sa-u-di
sauh,sa-uh
saujana,sau-ja-na
sawa,sa-wa
saya,sa-ya
sayang,sa-yang
sayang-sayang,sa-yang-sa-yang
sayangi,sa-ya-ngi
saying,sa-ying
sayu,sa-yu
sayup,sa-yup
sayurnya,sa-yur-nya
sbarang,sba-rang
se,se
seakan,se-a-kan
sealiran,se-a-li-ran
seantero,se-an-te-ro
seasia,se-a-si-a
seba,se-ba
sebab,se-bab
sebagai,se-ba-gai
sebagi,se-ba-gi
sebahagian,se-ba-ha-gi-an
sebaik,se-ba-ik
sebak,se-bak
sebakul,se-ba-kul
sebalik,se-ba-lik
sebarang,se-ba-rang
sebelah,se-be-lah
sebelum,se-be-lum
sebendang,se-ben-dang
sebentar,se-ben-tar
sebentuk,se-ben-tuk
seberang,se-be-rang
seberapa,se-be-ra-pa
sebiji,se-bi-ji
sebrang,seb-rang
sebuah,se-bu-ah
sebuku,se-bu-ku
sebutir,se-bu-tir
secangkir,se-cang-kir
secara,se-ca-ra
secawan,se-ca-wan
sedang,se-dang
sedangkan,se-dang-kan
sedap,se-dap
sedar,se-dar
sedekah,se-de-kah
sedepa,se-de-pa
sederet,se-de-ret
sedia,se-dia
sediakan,se-di-a-kan
sediam-diam,se-di-am-di-am
sedikit,se-di-kit
sedondon,se-don-don
sedu,se-du
sedulang,se-du-lang
sedunia,se-du-ni-a
seekor,se-e-kor
seela,se-e-la
seelok,se-e-lok
segak,se-gak
segala,se-ga-la
segar,se-gar
segara,se-ga-ra
segera,se-ge-ra
segudang,se-gu-dang
segugus,se-gu-gus
segulung,se-gu-lung
sehari,se-ha-ri
seharian,se-ha-rian
sehati,se-ha-ti
sehelai,se-he-lai
sehidang,se-hi-dang
sehingga,se-hing-ga
sehola,se-ho-la
seikat,se-i-kat
seikhlas,se-ikh-las
seikhlas-ikhlas,se-ikh-las-ikh-las
seiman,se-i-man
seimbang,se-im-bang
seindah,se-in-dah
seindah-indah,se-in-dah-in-dah
seindah-indahnya,se-in-dah-in-dah-nya
seiring,se-i-ring
seiya,sei-ya
sejadah,se-ja-dah
sejaja,se-ja-ja
sejajar,se-ja-jar
sejak,se-jak
sejam,se-jam
sejarah,se-ja-rah
sejauh,se-ja-uh
sejenak,se-je-nak
sejuk,se-juk
sekadar,se-ka-dar
sekaki,se-ka-ki
sekali,se-ka-li
sekalian,se-ka-li-an
sekampung,se-kam-pung
sekarang,se-ka-rang
sekati,se-ka-ti
sekawan,se-ka-wan
sekelian,se-ke-li-an
sekelip,se-ke-lip
sekeluarga,se-ke-lu-ar-ga
sekelumit,se-ke-lu-mit
sekemilau,se-ke-mi-lau
sekerat,se-ke-rat
seketika,se-ke-ti-ka
sekian,se-ki-an
sekin,se-kin
sekitar,se-ki-tar
sekitatar,se-ki-ta-tar
sekoyan,se-ko-yan
sekuat,se-kuat
selain,se-la-in
selalu,se-la-lu
selama,se-la-ma
selamat,se-la-mat
selamatlah,se-la-mat-lah
selandasan,se-lan-da-san
selar,se-lar
selaranya,se-la-ra-nya
selarik,se-la-rik
selasa,se-la-sa
selasih,se-la-sih
selatan,se-la-tan
selepas,se-le-pas
selera,se-le-ra
selesai,se-le-sai
seligi,se-li-gi
selimut,se-li-mut
selisih,se-li-sih
seloka,se-lo-ka
selorah,se-lo-rah
seluar,se-lu-ar
seluruh,se-lu-ruh
semai,se-mai
semaian,se-mai-an
semaikan,se-mai-kan
semak,se-mak
semakin,se-ma-kin
semalam,se-ma-lam
semampai,se-mam-pai
semasa,se-ma-sa
sembah,sem-bah
sembahyang,sem-bah-yang
sembarang,sem-ba-rang
semberani,sem-be-ra-ni
sembilan,sem-bi-lan
sembunyikan,sem-bu-nyi-kan
sembur,sem-bur
semburan,sem-bu-ran
semenjak,se-men-jak
sementara,se-men-ta-ra
semerah-merah,se-me-rah-me-rah
semesta,se-mes-ta
semilir,se-mi-lir
seminggu,se-ming-gu
semoga,se-mo-ga
sempadan,sem-pa-dan
sempat,sem-pat
sempit,sem-pit
semu,se-mu
semua,se-mu-a
semua-nya,se-mu-a-nya
semulia,se-mu-li-a
semulur,se-mu-lur
semusim,se-mu-sim
sena,se-na
senak,se-nak
senandung,se-nan-dung
senang,se-nang
senangilah,se-na-ngi-lah
senantiasa,se-nan-ti-a-sa
sendi,sen-di
sendiri,sen-di-ri
sendirian,sen-di-ri-an
senduduk,sen-du-duk
senegara,se-ne-ga-ra
sengketa,seng-ke-ta
sengsara,seng-sa-ra
seni,se-ni
senja,sen-ja
senjata,sen-ja-ta
senohong,se-no-hong
sentiasa,sen-ti-a-sa
sentosa,sen-to-sa
sentuhan,sen-tu-han
sentul,sen-tul
senyum,se-nyum
senyuman,se-nyu-man
seorang,se-o-rang
sepadan,se-pa-dan
sepakat,se-pa-kat
sim-pang-si-ur,Ya
simpulan,sim-pu-lan
simpulnya,sim-pul-nya
sinabung,si-na-bung
sindiran,sin-di-ran
singah,si-ngah
singapora,si-nga-po-ra
singgah,sing-gah
singkirkan,sing-kir-kan
sini,si-ni
sinuan,si-nu-an
siparang,si-pa-rang
siput,si-put
siriang,si-riang
sisa,si-sa
sisi,si-si
sisinya,si-si-nya
siswa,sis-wa
siti,si-ti
situ,si-tu
situ-lah,si-tu-lah
siulan,si-u-lan
skali,ska-li
skalian,ska-li-an
skarang,ska-rang
skrin,sk-rin
soalan,so-a-lan
soerabaya,soe-ra-ba-ya
soerabaya',soe-ra-ba-ya
sofwe,sof-we
solat,so-lat
songket,song-ket
songkok,song-kok
sopan,so-pan
sopan-santun,so-pan-san-tun
sorat,so-rat
sosial,so-si-al
sosok,so-sok
spenoh,spe-noh
spontan,spon-tan
srata,sra-ta
sri,sri
sripeduka,sri-pe-du-ka
sronok,sro-nok
srubu,sru-bu
srupa,sru-pa
stambol,stam-bol
stanza,stan-za
stesen,ste-sen
stiawan,sti-a-wan
studio,stu-di-o
suaka,su-a-ka
suami,su-a-mi
suapan,sua-pan
suar,su-ar
suara,su-a-ra
suara-nya,su-a-ra-nya
suarasa,su-a-ra-sa
suasa,su-a-sa
suasana,su-a-sa-na
suatu,sua-tu
subahat,su-ba-hat
subuh,su-buh
subur,su-bur
suci,su-ci
sudah,su-dah
sudahlah,su-dah-lah
sudi,su-di
sudilah,su-di-lah
sujood,su-jood
sujud,su-jud
suka,su-ka
sukan,su-kan
sukanya,su-ka-nya
suku,su-ku
sulaiman,su-lai-man
sulam,su-lam
sulaman,su-la-man
sulamkan,su-lam-kan
sulia,su-li-a
sulit,su-lit
sultan,sul-tan
sumatera,su-ma-te-ra
sumatra,su-mat-ra
sumbang,sum-bang
sumber,sum-ber
sumpah,sum-pah
sumur,su-mur
sunat,su-nat
sungai,su-ngai
sungailah,su-ngai-lah
sungainya,su-ngai-nya
sungggoh,sung-ggoh
sunggoh,sung-goh
sungguh,sung-guh
sungguh-sungguh,sung-guh-sung-guh
sungguhan,sung-gu-han
sunnah,sun-nah
suntuk,sun-tuk
sunyi,su-nyi
supaya,su-pa-ya
surat,su-rat
surau,su-rau
suri,su-ri
suria,su-ri-a
surot,su-rot
surut,su-rut
susah,su-sah
susah-kan,su-sah-kan
susu,su-su
susun,su-sun
susur,su-sur
sutera,su-te-ra
syaaban,syaa-ban
syair,sya-ir
syaitan,syai-tan
syarak,sya-rak
syarat,sya-rat
syawal,sya-wal
syukur,syu-kur
syurga,syur-ga
taala,ta-a-la
taat,ta-at
tabah,ta-bah
tabang,ta-bang
tabiat,ta-bi-at
taburlah,ta-bur-lah
tadah,ta-dah
tadi,ta-di
tahajud,ta-ha-jud
tahan,ta-han
tahi,ta-hi
tahniah,tah-ni-ah
tahon,ta-hon
tahu,ta-hu
tahun,ta-hun
tairu,tai-ru
tajak,ta-jak
tajam,ta-jam
tak,tak
tak-betol,tak-be-tol
tak-brani,tak-bra-ni
tak-buleh,tak-bu-leh
tak-chukop,tak-chu-kop
tak-dapat,tak-da-pat
tak-demam,tak-de-mam
tak-depat,tak-de-pat
tak-jaga,tak-ja-ga
tak-jumpa,tak-jum-pa
tak-korang,tak-ko-rang
tak-mahu,tak-ma-hu
tak-sayang,tak-sa-yang
tak-tahu,tak-ta-hu
tak-tunjok,tak-tun-jok
tak-usah,tak-u-sah
takat,ta-kat
takbir,tak-bir
takhta,takh-ta
takkan,tak-kan
taktiknya,tak-tik-nya
takuruang,ta-ku-ru-ang
takut,ta-kut
takziah,tak-zi-ah
talakmau,ta-lak-mau
tali,ta-li
tamak,ta-mak
taman,ta-man
tambah,tam-bah
tambat,tam-bat
tambatan,tam-ba-tan
tambatkan,tam-bat-kan
tambur,tam-bur
tampak,tam-pak
tampan,tam-pan
tampilkan,tam-pil-kan
tampillah,tam-pil-lah
tampuk,tam-puk
tamtam,tam-tam
tamu,ta-mu
tamui,ta-mu-i
tanah,ta-nah
tanahnya,ta-nah-nya
tanam,ta-nam
tancapan,tan-ca-pan
tanda,tan-da
tandanya,tan-da-nya
tangan,ta-ngan
tangga,tang-ga
tanggapan,tang-ga-pan
tangisan,ta-ngi-san
tangkai,tang-kai
tangkainya,tang-kai-nya
tangkap,tang-kap
tangkas,tang-kas
tangung,ta-ngung
tani,ta-ni
tanjak,tan-jak
tanjung,tan-jung
tanpa,tan-pa
tanya,ta-nya
supaya,su-pa-ya
surat,su-rat
surau,su-rau
suri,su-ri
suria,su-ri-a
surot,su-rot
surut,su-rut
susah,su-sah
susah-kan,su-sah-kan
susu,su-su
susun,su-sun
susur,su-sur
sutera,su-te-ra
syaaban,syaa-ban
syair,sya-ir
syaitan,syai-tan
syarak,sya-rak
syarat,sya-rat
syawal,sya-wal
syukur,syu-kur
syurga,syur-ga
taala,ta-a-la
taat,ta-at
tabah,ta-bah
tabang,ta-bang
tabiat,ta-bi-at
taburlah,ta-bur-lah
tadah,ta-dah
tadi,ta-di
tahajud,ta-ha-jud
tahan,ta-han
tahi,ta-hi
tahniah,tah-ni-ah
tahon,ta-hon
tahu,ta-hu
tahun,ta-hun
tairu,tai-ru
tajak,ta-jak
tajam,ta-jam
tak,tak
tak-betol,tak-be-tol
tak-brani,tak-bra-ni
tak-buleh,tak-bu-leh
tak-chukop,tak-chu-kop
tak-dapat,tak-da-pat
tak-demam,tak-de-mam
tak-depat,tak-de-pat
tak-jaga,tak-ja-ga
tak-jumpa,tak-jum-pa
tak-korang,tak-ko-rang
tak-mahu,tak-ma-hu
tak-sayang,tak-sa-yang
tak-tahu,tak-ta-hu
tak-tunjok,tak-tun-jok
tak-usah,tak-u-sah
takat,ta-kat
takbir,tak-bir
takhta,takh-ta
takkan,tak-kan
taktiknya,tak-tik-nya
takuruang,ta-ku-ru-ang
takut,ta-kut
takziah,tak-zi-ah
talakmau,ta-lak-mau
tali,ta-li
tamak,ta-mak
taman,ta-man
tambah,tam-bah
tambat,tam-bat
tambatan,tam-ba-tan
tambatkan,tam-bat-kan
tambur,tam-bur
tampak,tam-pak
tampan,tam-pan
tampilkan,tam-pil-kan
tampillah,tam-pil-lah
tampuk,tam-puk
tamtam,tam-tam
tamu,ta-mu
tamui,ta-mu-i
tanah,ta-nah
tanahnya,ta-nah-nya
tanam,ta-nam
tancapan,tan-ca-pan
tanda,tan-da
tandanya,tan-da-nya
tangan,ta-ngan
tangga,tang-ga
tanggapan,tang-ga-pan
tangisan,ta-ngi-san
tangkai,tang-kai
tangkainya,tang-kai-nya
tangkap,tang-kap
tangkas,tang-kas
tangung,ta-ngung
tani,ta-ni
tanjak,tan-jak
tanjung,tan-jung
tanpa,tan-pa
tanya,ta-nya
tapi,ta-pi
tapis,ta-pis
tarahan,ta-ra-han
taranya,ta-ra-nya
tari-menari,ta-ri-me-na-ri
tarik,ta-rik
tart,tart
taruh,ta-ruh
taruhan,ta-ru-han
taruhlah,ta-ruh-lah
tasek,ta-sek
tasik,ta-sik
tau,ta-u
taubat,tau-bat
taufik,tau-fik
taugeh,tau-geh
tauladan,tau-la-dan
taulan,tau-lan
taun,ta-un
tautan,ta-u-tan
tawaduk,ta-wa-duk
tawar,ta-war
tebal,te-bal
teban,te-ban
tebas,te-bas
tebaskan,te-bas-kan
tebu,te-bu
teduh,te-duh
tedung,te-dung
tegak,te-gak
tegakkan,te-gak-kan
tegas,te-gas
teguh,te-guh
teguklah,te-guk-lah
tekak,te-kak
tekka,tek-ka
tekonologi,te-ko-no-lo-gi
teksi,tek-si
telaga,te-la-ga
telah,te-lah
telangkup,te-lang-kup
teledor,te-le-dor
telefon,te-le-fon
telok,te-lok
teluk,te-luk
telus,te-lus
teman,te-man
tembaga,tem-ba-ga
tembah,tem-bah
tembakau,tem-ba-kau
tembakul,tem-ba-kul
tembesi,tem-be-si
tembikai,tem-bi-kai
tembon-tembon,tem-bon-tem-bon
tembusu,tem-bu-su
temenggong,te-meng-gong
tempang,tem-pang
tempat,tem-pat
tempatnya,tem-pat-nya
tempawan,tem-pa-wan
tempikan,tem-pi-kan
tempinah,tem-pi-nah
tempinis,tem-pi-nis
tempua,tem-pua
tempuh,tem-puh
temui,te-mu-i
tenaga,te-na-ga
tenang,te-nang
tengah,te-ngah
tenggara,teng-ga-ra
tenggelam,teng-ge-lam
tenggiri,teng-gi-ri
tengkujuh,teng-ku-juh
tentang,ten-tang
tentu,ten-tu
tentu-an,ten-tu-an
tentu-lah,ten-tu-lah
tentulah,ten-tu-lah
tenun,te-nun
tenunan,te-nu-nan
tepat,te-pat
tepi,te-pi
tepian,te-pi-an
ter-angkat,ter-ang-kat
teraan,te-ra-an
terabai,te-ra-bai
terakhir,te-ra-khir
terang,te-rang
terantai,te-ran-tai
terapung,te-ra-pung
teras,te-ras
terasa,te-ra-sa
teratai,te-ra-tai
teratur,te-ra-tur
terbabas,ter-ba-bas
terbahagi,ter-ba-ha-gi
terbahgi,ter-bah-gi
terbaik,ter-ba-ik
terbanding,ter-ban-ding
terbang,ter-bang
tapi,ta-pi
tapis,ta-pis
tarahan,ta-ra-han
taranya,ta-ra-nya
tari-menari,ta-ri-me-na-ri
tarik,ta-rik
tart,tart
taruh,ta-ruh
taruhan,ta-ru-han
taruhlah,ta-ruh-lah
tasek,ta-sek
tasik,ta-sik
tau,ta-u
taubat,tau-bat
taufik,tau-fik
taugeh,tau-geh
tauladan,tau-la-dan
taulan,tau-lan
taun,ta-un
tautan,ta-u-tan
tawaduk,ta-wa-duk
tawar,ta-war
tebal,te-bal
teban,te-ban
tebas,te-bas
tebaskan,te-bas-kan
tebu,te-bu
teduh,te-duh
tedung,te-dung
tegak,te-gak
tegakkan,te-gak-kan
tegas,te-gas
teguh,te-guh
teguklah,te-guk-lah
tekak,te-kak
tekka,tek-ka
tekonologi,te-ko-no-lo-gi
teksi,tek-si
telaga,te-la-ga
telah,te-lah
telangkup,te-lang-kup
teledor,te-le-dor
telefon,te-le-fon
telok,te-lok
teluk,te-luk
telus,te-lus
teman,te-man
tembaga,tem-ba-ga
tembah,tem-bah
tembakau,tem-ba-kau
tembakul,tem-ba-kul
tembesi,tem-be-si
tembikai,tem-bi-kai
tembon-tembon,tem-bon-tem-bon
tembusu,tem-bu-su
temenggong,te-meng-gong
tempang,tem-pang
tempat,tem-pat
tempatnya,tem-pat-nya
tempawan,tem-pa-wan
tempikan,tem-pi-kan
tempinah,tem-pi-nah
tempinis,tem-pi-nis
tempua,tem-pua
tempuh,tem-puh
temui,te-mu-i
tenaga,te-na-ga
tenang,te-nang
tengah,te-ngah
tenggara,teng-ga-ra
tenggelam,teng-ge-lam
tenggiri,teng-gi-ri
tengkujuh,teng-ku-juh
tentang,ten-tang
tentu,ten-tu
tentu-an,ten-tu-an
tentu-lah,ten-tu-lah
tentulah,ten-tu-lah
tenun,te-nun
tenunan,te-nu-nan
tepat,te-pat
